id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,description
14038,images/kitchen/10_segmented_sun_abzcxijjgmhnhesk.jpg,"[[437, 357]]",cabinet door,0.361,"[[0, 287], [900, 287], [900, 500], [0, 500]]",below,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14038, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.0."
14039,images/kitchen/10_segmented_sun_abzcxijjgmhnhesk.jpg,"[[321, 365], [321, 388], [342, 397], [342, 374]]",cabinet door,0.321,"[[0, 287], [900, 287], [900, 500], [0, 500]]",below,1.524,32.0,21.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 14034, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14039, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.524. Moreover, the order relation between this container and the others is: at the bottom-left of it there is the container id 14034."
14040,images/kitchen/10_segmented_sun_abzcxijjgmhnhesk.jpg,"[[275, 204], [234, 215], [240, 312], [285, 304]]",cabinet door,0.301,"[[0, 287], [900, 287], [900, 500], [0, 500]]",below,2.118,108.0,51.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""sink""}","Container id 14040, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 2.118. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-right of it there is a sink."
14041,images/kitchen/10_segmented_sun_abzcxijjgmhnhesk.jpg,"[[241, 333], [242, 400], [257, 411], [259, 343], [254, 336]]",cabinet door,0.306,"[[0, 287], [900, 287], [900, 500], [0, 500]]",below,4.333,78.0,18.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","Container id 14041, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 4.333. Also, here is the order relation between this container and the anchors in the kitchen: at the top-right of it there is a sink."
14042,images/kitchen/10_segmented_sun_abzcxijjgmhnhesk.jpg,"[[46, 244], [49, 285], [60, 291], [62, 300], [98, 300], [94, 245]]",cabinet door,0.361,"[[0, 287], [900, 287], [900, 500], [0, 500]]",below,1.077,56.0,52.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14042, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.077."
14043,images/kitchen/10_segmented_sun_abzcxijjgmhnhesk.jpg,"[[108, 245], [112, 299], [151, 298], [150, 246]]",cabinet door,0.305,"[[0, 287], [900, 287], [900, 500], [0, 500]]",below,1.256,54.0,43.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14043, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.256."
14044,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[210, 156], [210, 167], [250, 172], [249, 159]]",drawer,0.463,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.4,16.0,40.0,"{""above"": null, ""below"": 14048, ""left"": 14045, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14044, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.4. Moreover, the order relation between this container and the others is: below it there is the container id 14048, to the left of it there is the container id 14045."
14045,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[174, 152], [176, 163], [207, 166], [207, 155]]",drawer,0.469,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.424,14.0,33.0,"{""above"": null, ""below"": 14063, ""left"": null, ""right"": 14044, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14045, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.424. Moreover, the order relation between this container and the others is: below it there is the container id 14063, to the right of it there is the container id 14044."
14046,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[190, 59], [173, 62], [174, 111], [190, 110]]",cabinet door,0.476,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,3.059,52.0,17.0,"{""above"": null, ""below"": null, ""left"": 14064, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14046, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.059. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14064."
14047,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[130, 172], [110, 177], [110, 231], [130, 223]]",cabinet door,0.448,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,2.95,59.0,20.0,"{""above"": 14052, ""below"": null, ""left"": 14056, ""right"": 14061, ""top_left"": 14054, ""top_right"": 14057, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14047, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 2.95. Moreover, the order relation between this container and the others is: above it there is the container id 14052, to the left of it there is the container id 14056, to the right of it there is the container id 14061, at the top-left of it there is the container id 14054, at the top-right of it there is the container id 14057."
14048,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[211, 169], [210, 217], [251, 228], [251, 175]]",cabinet door,0.494,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,1.439,59.0,41.0,"{""above"": 14044, ""below"": null, ""left"": 14065, ""right"": null, ""top_left"": 14045, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14048, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.439. Moreover, the order relation between this container and the others is: above it there is the container id 14044, to the left of it there is the container id 14065, at the top-left of it there is the container id 14045."
14049,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[78, 39], [60, 43], [63, 112], [79, 107]]",cabinet door,0.476,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,3.842,73.0,19.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 14055, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14049, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.842. Moreover, the order relation between this container and the others is: to the right of it there is the container id 14055."
14050,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[120, 49]]",cabinet door,0.478,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14050, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 0.0."
14051,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[108, 46], [108, 110], [125, 110], [126, 51]]",drawer,0.477,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,3.556,64.0,18.0,"{""above"": null, ""below"": null, ""left"": 14055, ""right"": 14053, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14051, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 3.556. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14055, to the right of it there is the container id 14053."
14052,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[130, 157], [111, 160], [110, 174], [130, 170]]",cabinet door,0.464,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.85,17.0,20.0,"{""above"": null, ""below"": 14047, ""left"": 14054, ""right"": 14057, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 14061}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14052, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.85. Moreover, the order relation between this container and the others is: below it there is the container id 14047, to the left of it there is the container id 14054, to the right of it there is the container id 14057, at the bottom-right of it there is the container id 14061."
14053,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[129, 51], [129, 110], [142, 111], [143, 56]]",drawer,0.475,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,4.286,60.0,14.0,"{""above"": null, ""below"": null, ""left"": 14051, ""right"": 14060, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14053, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 4.286. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14051, to the right of it there is the container id 14060."
14054,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[108, 162], [83, 165], [83, 181], [108, 175]]",cabinet door,0.472,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.76,19.0,25.0,"{""above"": null, ""below"": 14056, ""left"": null, ""right"": 14052, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 14047}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14054, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.76. Moreover, the order relation between this container and the others is: below it there is the container id 14056, to the right of it there is the container id 14052, at the bottom-right of it there is the container id 14047."
14055,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[81, 39], [81, 110], [102, 111], [104, 45]]",cabinet door,0.45,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,3.13,72.0,23.0,"{""above"": null, ""below"": null, ""left"": 14049, ""right"": 14051, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14055, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.13. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14049, to the right of it there is the container id 14051."
14056,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[108, 178], [82, 184], [83, 244], [108, 233]]",drawer,0.459,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,2.538,66.0,26.0,"{""above"": 14054, ""below"": null, ""left"": 14062, ""right"": 14047, ""top_left"": null, ""top_right"": 14052, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14056, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 2.538. Moreover, the order relation between this container and the others is: above it there is the container id 14054, to the left of it there is the container id 14062, to the right of it there is the container id 14047, at the top-right of it there is the container id 14052."
14057,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[149, 154], [133, 156], [133, 169], [149, 166]]",drawer,0.462,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.938,15.0,16.0,"{""above"": null, ""below"": null, ""left"": 14052, ""right"": 14058, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14057, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.938. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14052, to the right of it there is the container id 14058."
14058,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[166, 151], [152, 153], [152, 165], [164, 163]]",cabinet door,0.424,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,1.0,14.0,14.0,"{""above"": null, ""below"": null, ""left"": 14057, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14058, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.0. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14057."
14059,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[166, 165], [152, 167], [152, 215], [167, 207]]",cabinet door,0.469,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,3.333,50.0,15.0,"{""above"": 14058, ""below"": null, ""left"": 14061, ""right"": null, ""top_left"": 14057, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14059, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 3.333. Moreover, the order relation between this container and the others is: above it there is the container id 14058, to the left of it there is the container id 14061, at the top-left of it there is the container id 14057."
14060,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[149, 60], [148, 111], [158, 111], [159, 62]]",cabinet door,0.43,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,4.636,51.0,11.0,"{""above"": null, ""below"": null, ""left"": 14053, ""right"": 14064, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14060, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 4.636. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14053, to the right of it there is the container id 14064."
14061,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[149, 168], [133, 171], [133, 222], [149, 215]]",cabinet door,0.39,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,3.375,54.0,16.0,"{""above"": 14057, ""below"": null, ""left"": 14047, ""right"": 14059, ""top_left"": 14052, ""top_right"": 14058, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14061, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 3.375. Moreover, the order relation between this container and the others is: above it there is the container id 14057, to the left of it there is the container id 14047, to the right of it there is the container id 14059, at the top-left of it there is the container id 14052, at the top-right of it there is the container id 14058."
14062,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[44, 160], [45, 227], [78, 244], [78, 166]]",drawer,0.403,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,2.471,84.0,34.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 14056, ""top_left"": null, ""top_right"": 14054, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14062, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 2.471. Moreover, the order relation between this container and the others is: to the right of it there is the container id 14056, at the top-right of it there is the container id 14054."
14063,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[174, 165], [174, 175], [207, 180], [206, 168]]",cabinet door,0.304,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.455,15.0,33.0,"{""above"": 14045, ""below"": 14065, ""left"": null, ""right"": 14044, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 14048}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14063, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.455. Moreover, the order relation between this container and the others is: above it there is the container id 14045, below it there is the container id 14065, to the right of it there is the container id 14044, at the bottom-right of it there is the container id 14048."
14064,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[163, 59], [162, 111], [167, 112], [172, 111], [172, 61]]",drawer,0.389,"[[0, 152], [256, 152], [256, 256], [0, 256]]",above,5.3,53.0,10.0,"{""above"": null, ""below"": null, ""left"": 14060, ""right"": 14046, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14064, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 5.3. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14060, to the right of it there is the container id 14046."
14065,images/kitchen/22_segmented_sun_abplyqswnymoowdc.jpg,"[[174, 177], [174, 188], [207, 194], [206, 182]]",drawer,0.394,"[[0, 152], [256, 152], [256, 256], [0, 256]]",below,0.515,17.0,33.0,"{""above"": 14063, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 14048}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14065, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.515. Moreover, the order relation between this container and the others is: above it there is the container id 14063, at the bottom-right of it there is the container id 14048."
14066,images/kitchen/6_segmented_sun_akbkvngfutnkqljg.jpg,"[[118, 49], [77, 51], [77, 108], [119, 108]]",cabinet door,0.376,"[[0, 165], [256, 165], [256, 256], [0, 256]]",above,1.405,59.0,42.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""electronic kettle"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14066, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.405. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a electronic kettle."
14067,images/kitchen/6_segmented_sun_akbkvngfutnkqljg.jpg,"[[120, 139], [121, 148], [176, 149], [176, 141]]",drawer,0.46,"[[0, 165], [256, 165], [256, 256], [0, 256]]",above,0.179,10.0,56.0,"{""above"": null, ""below"": 14070, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""electronic kettle"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""dishwasher""}","Container id 14067, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 0.179. Moreover, the order relation between this container and the others is: below it there is the container id 14070. Also, here is the order relation between this container and the anchors in the kitchen: at the top-left of it there is a electronic kettle, at the bottom-right of it there is a dishwasher."
14068,images/kitchen/6_segmented_sun_akbkvngfutnkqljg.jpg,"[[240, 43], [194, 45], [193, 110], [232, 110]]",cabinet door,0.351,"[[0, 165], [256, 165], [256, 256], [0, 256]]",above,1.426,67.0,47.0,"{""above"": null, ""below"": 14069, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""dishwasher"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14068, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.426. Moreover, the order relation between this container and the others is: below it there is the container id 14069. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a dishwasher."
14069,images/kitchen/6_segmented_sun_akbkvngfutnkqljg.jpg,"[[255, 51], [235, 70], [233, 176], [247, 199]]",cabinet door,0.31,"[[0, 165], [256, 165], [256, 256], [0, 256]]",below,6.727,148.0,22.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 14068, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""dishwasher"", ""bottom_right"": null}","Container id 14069, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 6.727. Moreover, the order relation between this container and the others is: at the top-left of it there is the container id 14068. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-left of it there is a dishwasher."
14070,images/kitchen/6_segmented_sun_akbkvngfutnkqljg.jpg,"[[119, 140], [119, 166], [160, 170], [161, 188], [175, 189], [176, 140]]",drawer,0.327,"[[0, 165], [256, 165], [256, 256], [0, 256]]",below,0.86,49.0,57.0,"{""above"": 14067, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": ""electronic kettle"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14070, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.86. Moreover, the order relation between this container and the others is: above it there is the container id 14067. Also, here is the order relation between this container and the anchors in the kitchen: to the right of it there is a dishwasher, at the top-left of it there is a electronic kettle."
14071,images/kitchen/6_segmented_sun_akbkvngfutnkqljg.jpg,"[[68, 136], [67, 145], [70, 148], [84, 149], [86, 138], [91, 140], [91, 148], [92, 137]]",drawer,0.304,"[[0, 165], [256, 165], [256, 256], [0, 256]]",above,0.52,13.0,25.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""electronic kettle"", ""bottom_left"": null, ""bottom_right"": null}","Container id 14071, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 0.52. Also, here is the order relation between this container and the anchors in the kitchen: at the top-right of it there is a electronic kettle."
14072,images/kitchen/16_segmented_sun_aydvvhqombqloffb.jpg,"[[802, 286], [803, 986], [1218, 991], [1220, 308]]",cabinet door,0.508,"[[0, 1318], [3008, 1318], [3008, 2000], [0, 2000]]",above,1.687,705.0,418.0,"{""above"": null, ""below"": null, ""left"": 14077, ""right"": 14079, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""microwave"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""electronic kettle""}","Container id 14072, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.687. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14077, to the right of it there is the container id 14079. Also, here is the order relation between this container and the anchors in the kitchen: to the right of it there is a microwave, at the bottom-right of it there is a electronic kettle."
14073,images/kitchen/16_segmented_sun_aydvvhqombqloffb.jpg,"[[1773, 309], [1778, 993], [2194, 995], [2192, 367], [2138, 307]]",cabinet door,0.481,"[[0, 1318], [3008, 1318], [3008, 2000], [0, 2000]]",above,1.634,688.0,421.0,"{""above"": null, ""below"": null, ""left"": 14078, ""right"": 14086, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""microwave"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""refrigerator""}","Container id 14073, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.634. Moreover, the order relation between this container and the others is: to the left of it there is the container id 14078, to the right of it there is the container id 14086. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a microwave, at the bottom-right of it there is a refrigerator."
14074,images/kitchen/16_segmented_sun_aydvvhqombqloffb.jpg,"[[603, 884], [602, 885], [603, 886], [604, 885]]",cabinet door,0.476,"[[0, 1318], [3008, 1318], [3008, 2000], [0, 2000]]",above,1.0,2.0,2.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14074, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.0."
14075,images/kitchen/16_segmented_sun_aydvvhqombqloffb.jpg,"[[462, 837], [461, 838], [461, 841], [462, 842], [462, 843]]",cabinet door,0.408,"[[0, 1318], [3008, 1318], [3008, 2000], [0, 2000]]",above,6.0,6.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14075, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 6.0."
14076,images/kitchen/16_segmented_sun_aydvvhqombqloffb.jpg,"[[477, 756], [492, 767], [659, 755], [605, 696], [566, 688], [511, 710]]",cabinet door,0.401,"[[0, 1318], [3008, 1318], [3008, 2000], [0, 2000]]",above,0.434,79.0,182.0,"{""above"": 14077, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 14076, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 0.434. Moreover, the order relation between this container and the others is: above it there is the container id 14077."
