id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label,most_close_to_anchors,description
7963,4,images/kitchen/8_segmented_sun_anobeqeglvzrejxz.jpg,"[[242, 171], [239, 234], [267, 236], [269, 173]]",cabinet door,0.514,"[[0, 271], [720, 271], [720, 480], [0, 480]]",above,2.167,65.0,30.0,"{""above"": null, ""below"": null, ""left"": 7961, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""oven""}","{'microwave': 0.145, 'refrigerator': 0.3034, 'sink': 0.1692, 'stove': 0.091, 'oven': 0.0839}","{'microwave': 179.43, 'refrigerator': 161.46, 'sink': 148.05, 'stove': 68.98, 'oven': 60.04}",[],cabinet door,{'oven': 2},"Container 4: cabinet door above the countertop, located at the top-left of the oven."
7964,5,images/kitchen/8_segmented_sun_anobeqeglvzrejxz.jpg,"[[136, 159], [136, 182], [173, 184], [172, 162]]",cabinet door,0.494,"[[0, 271], [720, 271], [720, 480], [0, 480]]",above,0.676,25.0,37.0,"{""above"": null, ""below"": null, ""left"": 7962, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 7960}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""microwave"", ""bottom_right"": null}","{'microwave': 0.0482, 'refrigerator': 0.2176, 'sink': 0.1293, 'stove': 0.1917, 'oven': 0.1917}","{'microwave': 127.69, 'refrigerator': 142.26, 'sink': 102.51, 'stove': 39.37, 'oven': 34.79}",[],cabinet door,{'microwave': 2},"Container 5: cabinet door above the countertop, located at the top-right of the microwave."
7965,6,images/kitchen/8_segmented_sun_anobeqeglvzrejxz.jpg,"[[229, 284], [226, 281], [188, 283], [183, 286], [184, 298], [225, 297], [229, 293]]",drawer,0.496,"[[0, 271], [720, 271], [720, 480], [0, 480]]",below,0.37,17.0,46.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 7966, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1345, 'refrigerator': 0.2355, 'sink': 0.0919, 'stove': 0.0859, 'oven': 0.0975}","{'microwave': 226.29, 'refrigerator': 180.52, 'sink': 185.67, 'stove': 350.82, 'oven': 344.57}",[],drawer,"{'sink': 1, 'stove': 2}",Container 6: drawer below the countertop
7966,7,images/kitchen/8_segmented_sun_anobeqeglvzrejxz.jpg,"[[234, 282], [235, 297], [274, 293], [271, 287]]",drawer,0.401,"[[0, 271], [720, 271], [720, 480], [0, 480]]",below,0.375,15.0,40.0,"{""above"": null, ""below"": null, ""left"": 7965, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1744, 'refrigerator': 0.2868, 'sink': 0.1431, 'stove': 0.0366, 'oven': 0.0506}","{'microwave': 214.27, 'refrigerator': 180.63, 'sink': 184.05, 'stove': 336.27, 'oven': 327.74}",[],drawer,"{'stove': 1, 'oven': 1}","Container 7: drawer below the countertop, located at the bottom-left of the sink."
7967,8,images/kitchen/8_segmented_sun_anobeqeglvzrejxz.jpg,"[[151, 351], [97, 358], [95, 383], [151, 374]]",drawer,0.312,"[[0, 271], [720, 271], [720, 480], [0, 480]]",below,0.571,32.0,56.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.187, 'refrigerator': 0.1646, 'sink': 0.0991, 'stove': 0.2109, 'oven': 0.225}","{'microwave': 271.86, 'refrigerator': 213.93, 'sink': 274.35, 'stove': 330.63, 'oven': 329.06}",[],drawer,"{'refrigerator': 1, 'sink': 2}",Container 8: drawer below the countertop
8154,1,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[66, 62], [66, 101], [83, 102], [83, 63]]",cabinet door,0.481,"[[0, 125], [256, 125], [256, 256], [0, 256]]",above,2.353,40.0,17.0,"{""above"": null, ""below"": null, ""left"": 8166, ""right"": 8155, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.1587},{'sink': 135.35},[],cabinet door,{},Container 1: cabinet door above the countertop
8155,2,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[85, 63], [85, 102], [102, 102], [102, 63]]",cabinet door,0.475,"[[0, 125], [256, 125], [256, 256], [0, 256]]",above,2.294,39.0,17.0,"{""above"": null, ""below"": null, ""left"": 8154, ""right"": 8158, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.1987},{'sink': 146.34},[],cabinet door,{},Container 2: cabinet door above the countertop
8156,3,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[130, 65]]",cabinet door,0.465,"[[0, 125], [256, 125], [256, 256], [0, 256]]",above,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.3098},{'sink': 149.23},[],cabinet door,{},Container 3: cabinet door above the countertop
8157,4,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[128, 65]]",cabinet door,0.449,"[[0, 125], [256, 125], [256, 256], [0, 256]]",above,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.3051},{'sink': 148.7},[],cabinet door,{},Container 4: cabinet door above the countertop
8158,5,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[105, 63], [104, 119], [131, 119], [130, 69]]",cabinet door,0.398,"[[0, 125], [256, 125], [256, 256], [0, 256]]",above,2.074,56.0,27.0,"{""above"": null, ""below"": 8168, ""left"": 8155, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 8165, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.2459},{'sink': 160.39},[],cabinet door,{},Container 5: cabinet door above the countertop
8159,6,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[215, 84], [214, 127], [236, 127], [237, 85]]",drawer,0.376,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,1.87,43.0,23.0,"{""above"": null, ""below"": null, ""left"": 8164, ""right"": 8160, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.532},{'sink': 175.05},[],drawer,{},Container 6: drawer below the countertop
8160,7,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[241, 88], [240, 125], [255, 126], [255, 87]]",drawer,0.371,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,2.6,39.0,15.0,"{""above"": null, ""below"": null, ""left"": 8159, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.5931},{'sink': 175.76},[],drawer,{},Container 7: drawer below the countertop
8161,8,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[9, 140], [0, 141], [0, 153], [9, 152]]",cabinet door,0.325,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,1.444,13.0,9.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8169, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.1045},{'sink': 320.36},[],cabinet door,{},Container 8: cabinet door below the countertop
8162,9,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[0, 140], [0, 153], [36, 151], [36, 140]]",cabinet door,0.333,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,0.361,13.0,36.0,"{""above"": null, ""below"": null, ""left"": 8169, ""right"": 8167, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.0782},{'sink': 303.48},[],cabinet door,{'sink': 2},"Container 9: cabinet door below the countertop, located below the sink, and at the bottom-left of the sink."
8163,10,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[104, 124], [104, 155], [113, 155], [113, 128], [117, 124]]",drawer,0.366,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,2.385,31.0,13.0,"{""above"": 8168, ""below"": null, ""left"": 8165, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.2154},{'sink': 190.96},[],drawer,{},Container 10: drawer below the countertop
8164,11,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[196, 84], [197, 101], [204, 107], [196, 106], [194, 125], [210, 126], [210, 85]]",cabinet door,0.42,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,2.625,42.0,16.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8159, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.4648},{'sink': 174.03},[],cabinet door,{},Container 11: cabinet door below the countertop
8165,12,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[76, 124], [76, 130], [102, 130], [102, 124]]",drawer,0.362,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,0.231,6.0,26.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8168, ""top_left"": null, ""top_right"": null, ""bottom_left"": 8170, ""bottom_right"": 8163}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.1535},{'sink': 184.77},[],drawer,{},Container 12: drawer below the countertop
8166,13,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[51, 60], [51, 100], [63, 101], [64, 62]]",drawer,0.33,"[[0, 125], [256, 125], [256, 256], [0, 256]]",above,3.154,41.0,13.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8154, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""sink"", ""bottom_right"": null}",{'sink': 0.1322},{'sink': 119.58},[],drawer,{},"Container 13: drawer above the countertop, located at the top-right of the sink."
8167,14,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[24, 140], [24, 152], [35, 152], [36, 140]]",drawer,0.346,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,1.0,12.0,12.0,"{""above"": null, ""below"": null, ""left"": 8162, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.0661},{'sink': 279.31},[],drawer,{'sink': 1},"Container 14: drawer below the countertop, located below the sink."
8168,15,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[104, 131], [113, 131], [113, 128], [115, 126], [117, 126], [117, 124], [104, 124]]",cabinet door,0.304,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,0.538,7.0,13.0,"{""above"": null, ""below"": 8163, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.2165},{'sink': 183.49},[],cabinet door,{},Container 15: cabinet door below the countertop
8169,16,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[11, 140], [11, 152], [22, 152], [22, 140]]",cabinet door,0.335,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,1.091,12.0,11.0,"{""above"": null, ""below"": null, ""left"": 8161, ""right"": 8162, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.0806},{'sink': 305.94},[],cabinet door,{},"Container 16: cabinet door below the countertop, located at the bottom-left of the sink."
8170,17,images/kitchen/17_segmented_sun_aihhrniwdvojxeim.jpg,"[[74, 124], [64, 125], [65, 155], [74, 152]]",drawer,0.341,"[[0, 125], [256, 125], [256, 256], [0, 256]]",below,3.1,31.0,10.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8165, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""sink"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.1086},{'sink': 205.02},[],drawer,{},"Container 17: drawer below the countertop, located to the right of the sink."
8186,1,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[61, 191], [61, 205], [96, 206], [95, 192]]",drawer,0.571,"[[0, 183], [225, 183], [225, 300], [0, 300]]",below,0.429,15.0,35.0,"{""above"": null, ""below"": 8194, ""left"": 8193, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""sink"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.1575, 'stove': 0.3286, 'microwave': 0.3022, 'sink': 0.1188, 'refrigerator': 0.3276, 'electronic kettle': 0.3173, 'oven': 0.2899, 'dish rack': 0.2994}","{'dishwasher': 28.84, 'stove': 4.16, 'microwave': 346.37, 'sink': 201.73, 'refrigerator': 128.97, 'electronic kettle': 130.48, 'oven': 135.28, 'dish rack': 133.47}",[],drawer,"{'dishwasher': 2, 'sink': 2}","Container 1: drawer below the countertop, located at the bottom-right of the sink."
8187,2,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[136, 68], [134, 135], [161, 139], [163, 71]]",cabinet door,0.506,"[[0, 183], [225, 183], [225, 300], [0, 300]]",above,2.448,71.0,29.0,"{""above"": null, ""below"": null, ""left"": 8192, ""right"": 8189, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""microwave""}","{'dishwasher': 0.3337, 'stove': 0.3113, 'microwave': 0.2115, 'sink': 0.3643, 'refrigerator': 0.643, 'electronic kettle': 0.6325, 'oven': 0.6037, 'dish rack': 0.6139}","{'dishwasher': 98.5, 'stove': 63.19, 'microwave': 59.8, 'sink': 144.8, 'refrigerator': 127.71, 'electronic kettle': 128.45, 'oven': 130.66, 'dish rack': 129.85}",[],cabinet door,"{'stove': 2, 'microwave': 2}","Container 2: cabinet door above the countertop, located at the top-left of the microwave."
8188,3,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[59, 208], [27, 214], [28, 273], [60, 262]]",cabinet door,0.489,"[[0, 183], [225, 183], [225, 300], [0, 300]]",below,1.97,65.0,33.0,"{""above"": 8193, ""below"": null, ""left"": null, ""right"": 8194, ""top_left"": null, ""top_right"": 8186, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.233, 'stove': 0.4289, 'microwave': 0.4262, 'sink': 0.1537, 'refrigerator': 0.1848, 'electronic kettle': 0.1745, 'oven': 0.1481, 'dish rack': 0.157}","{'dishwasher': 351.94, 'stove': 348.59, 'microwave': 335.04, 'sink': 263.38, 'refrigerator': 127.82, 'electronic kettle': 130.51, 'oven': 139.93, 'dish rack': 136.2}",[],cabinet door,"{'refrigerator': 1, 'electronic kettle': 1, 'oven': 1, 'dish rack': 1}","Container 3: cabinet door below the countertop, located below the sink."
8189,4,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[165, 70], [165, 135], [185, 140], [188, 69]]",cabinet door,0.497,"[[0, 183], [225, 183], [225, 300], [0, 300]]",above,3.087,71.0,23.0,"{""above"": null, ""below"": null, ""left"": 8187, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3512, 'stove': 0.2853, 'microwave': 0.1852, 'sink': 0.4254, 'refrigerator': 0.6894, 'electronic kettle': 0.6796, 'oven': 0.6529, 'dish rack': 0.6623}","{'dishwasher': 110.33, 'stove': 76.27, 'microwave': 79.51, 'sink': 150.53, 'refrigerator': 132.53, 'electronic kettle': 133.29, 'oven': 135.54, 'dish rack': 134.71}",[],cabinet door,"{'stove': 1, 'microwave': 1}","Container 4: cabinet door above the countertop, located above the microwave."
8190,5,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[48, 68], [46, 138], [69, 138], [64, 128], [69, 129], [72, 68]]",cabinet door,0.466,"[[0, 183], [225, 183], [225, 300], [0, 300]]",above,2.692,70.0,26.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8191, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3583, 'stove': 0.4521, 'microwave': 0.3751, 'sink': 0.199, 'refrigerator': 0.5126, 'electronic kettle': 0.4999, 'oven': 0.4647, 'dish rack': 0.4773}","{'dishwasher': 59.27, 'stove': 34.46, 'microwave': 25.39, 'sink': 109.15, 'refrigerator': 108.29, 'electronic kettle': 108.77, 'oven': 110.25, 'dish rack': 109.7}",[],cabinet door,{},Container 5: cabinet door above the countertop
8191,6,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[74, 67], [74, 136], [99, 138], [103, 68]]",cabinet door,0.479,"[[0, 183], [225, 183], [225, 300], [0, 300]]",above,2.448,71.0,29.0,"{""above"": null, ""below"": null, ""left"": 8190, ""right"": 8192, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3514, 'stove': 0.4129, 'microwave': 0.3268, 'sink': 0.2519, 'refrigerator': 0.561, 'electronic kettle': 0.5488, 'oven': 0.5152, 'dish rack': 0.5271}","{'dishwasher': 71.19, 'stove': 42.78, 'microwave': 34.58, 'sink': 122.42, 'refrigerator': 114.28, 'electronic kettle': 114.85, 'oven': 116.6, 'dish rack': 115.95}",[],cabinet door,{},Container 6: cabinet door above the countertop
8192,7,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[130, 68], [104, 68], [102, 73], [104, 138], [131, 133]]",cabinet door,0.497,"[[0, 183], [225, 183], [225, 300], [0, 300]]",above,2.414,70.0,29.0,"{""above"": null, ""below"": null, ""left"": 8191, ""right"": 8187, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3519, 'stove': 0.3769, 'microwave': 0.2829, 'sink': 0.3084, 'refrigerator': 0.6082, 'electronic kettle': 0.5967, 'oven': 0.5648, 'dish rack': 0.5761}","{'dishwasher': 83.12, 'stove': 52.04, 'microwave': 45.61, 'sink': 131.97, 'refrigerator': 119.76, 'electronic kettle': 120.39, 'oven': 122.31, 'dish rack': 121.6}",[],cabinet door,{},Container 7: cabinet door above the countertop
8193,8,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[59, 193], [28, 196], [27, 211], [59, 206]]",drawer,0.511,"[[0, 183], [225, 183], [225, 300], [0, 300]]",below,0.562,18.0,32.0,"{""above"": null, ""below"": 8188, ""left"": null, ""right"": 8186, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 8194}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.2411, 'stove': 0.4213, 'microwave': 0.3951, 'sink': 0.0547, 'refrigerator': 0.2712, 'electronic kettle': 0.2591, 'oven': 0.2261, 'dish rack': 0.2377}","{'dishwasher': 16.38, 'stove': 2.15, 'microwave': 348.44, 'sink': 251.85, 'refrigerator': 114.55, 'electronic kettle': 115.77, 'oven': 119.89, 'dish rack': 118.29}",[],drawer,"{'sink': 1, 'oven': 2, 'dish rack': 2}","Container 8: drawer below the countertop, located below the sink."
8194,9,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[62, 207], [62, 261], [95, 262], [96, 208]]",cabinet door,0.459,"[[0, 183], [225, 183], [225, 300], [0, 300]]",below,1.618,55.0,34.0,"{""above"": 8186, ""below"": null, ""left"": 8188, ""right"": null, ""top_left"": 8193, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.1381, 'stove': 0.3343, 'microwave': 0.3368, 'sink': 0.1791, 'refrigerator': 0.2611, 'electronic kettle': 0.2532, 'oven': 0.2338, 'dish rack': 0.2402}","{'dishwasher': 351.67, 'stove': 347.53, 'microwave': 330.24, 'sink': 231.41, 'refrigerator': 142.57, 'electronic kettle': 144.97, 'oven': 152.48, 'dish rack': 149.66}",[],cabinet door,"{'dishwasher': 1, 'refrigerator': 2, 'electronic kettle': 2}","Container 9: cabinet door below the countertop, located to the left of the dishwasher."
8195,10,images/kitchen/10_segmented_sun_apoujidafujtokxq.jpg,"[[11, 126]]",cabinet door,0.341,"[[0, 183], [225, 183], [225, 300], [0, 300]]",above,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.4162, 'stove': 0.5516, 'microwave': 0.4886, 'sink': 0.1645, 'refrigerator': 0.4488, 'electronic kettle': 0.4355, 'oven': 0.3982, 'dish rack': 0.4115}","{'dishwasher': 40.32, 'stove': 23.18, 'microwave': 14.48, 'sink': 65.22, 'refrigerator': 93.41, 'electronic kettle': 93.51, 'oven': 93.84, 'dish rack': 93.72}",[],cabinet door,{},Container 10: cabinet door above the countertop
8248,1,images/kitchen/4_segmented_sun_ayvpqohosjjoejvr.jpg,"[[383, 307], [384, 382], [469, 382], [469, 311]]",cabinet door,0.409,"[[0, 230], [512, 230], [512, 384], [0, 384]]",below,0.872,75.0,86.0,"{""above"": 8251, ""below"": null, ""left"": 8250, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dish': 0.4066, 'sink': 0.1627}","{'dish': 205.62, 'sink': 255.4}",[],cabinet door,{},Container 1: cabinet door below the countertop
8249,2,images/kitchen/4_segmented_sun_ayvpqohosjjoejvr.jpg,"[[304, 300], [302, 381], [380, 382], [380, 306]]",cabinet door,0.413,"[[0, 230], [512, 230], [512, 384], [0, 384]]",below,1.051,82.0,78.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 8250, ""top_left"": null, ""top_right"": 8251, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dish': 0.2898, 'sink': 0.1777}","{'dish': 216.09, 'sink': 300.96}",[],cabinet door,{'dish': 1},Container 2: cabinet door below the countertop
8250,3,images/kitchen/4_segmented_sun_ayvpqohosjjoejvr.jpg,"[[296, 262], [302, 381], [470, 380], [470, 272]]",drawer,0.304,"[[0, 230], [512, 230], [512, 384], [0, 384]]",below,0.684,119.0,174.0,"{""above"": 8251, ""below"": null, ""left"": 8249, ""right"": 8248, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'dish': 0.3331, 'sink': 0.1258}","{'dish': 205.2, 'sink': 281.1}",[],drawer,{'sink': 2},"Container 3: drawer below the countertop, located below the sink, and at the bottom-left of the sink."
8251,4,images/kitchen/4_segmented_sun_ayvpqohosjjoejvr.jpg,"[[297, 261], [306, 288], [468, 296], [467, 272]]",drawer,0.365,"[[0, 230], [512, 230], [512, 384], [0, 384]]",below,0.205,35.0,171.0,"{""above"": null, ""below"": 8250, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 8249, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""sink"", ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'dish': 0.3099, 'sink': 0.0591}","{'dish': 193.48, 'sink': 294.19}",[],drawer,"{'dish': 2, 'sink': 1}","Container 4: drawer below the countertop, located below the sink, at the bottom-right of the sink, and at the bottom-left of the sink."
