id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label,most_close_to_anchors,description
9298,9,images/kitchen/13_segmented_sun_arerafgvufvljolx.jpg,"[[228, 44], [226, 44], [225, 45], [224, 45], [228, 45]]",drawer,0.318,"[[0, 161], [256, 161], [256, 256], [0, 256]]",above,0.25,1.0,4.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{},{},[],drawer,{},"Container id 9, is a ""drawer"" above the countertop."
9299,10,images/kitchen/13_segmented_sun_arerafgvufvljolx.jpg,"[[248, 38], [224, 48], [227, 136], [252, 143]]",cabinet door,0.347,"[[0, 161], [256, 161], [256, 256], [0, 256]]",above,3.75,105.0,28.0,"{""above"": 9298, ""below"": null, ""left"": 9291, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{},{},[],cabinet door,{},"Container id 10, is a ""cabinet door"" above the countertop."
9300,11,images/kitchen/13_segmented_sun_arerafgvufvljolx.jpg,"[[152, 182], [153, 255], [198, 255], [199, 192]]",drawer,0.312,"[[0, 161], [256, 161], [256, 256], [0, 256]]",below,1.553,73.0,47.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 9301, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{},{},[],drawer,{},"Container id 11, is a ""drawer"" below the countertop."
9301,12,images/kitchen/13_segmented_sun_arerafgvufvljolx.jpg,"[[200, 172], [201, 253], [237, 255], [237, 176]]",drawer,0.304,"[[0, 161], [256, 161], [256, 256], [0, 256]]",below,2.243,83.0,37.0,"{""above"": null, ""below"": null, ""left"": 9300, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{},{},[],drawer,{},"Container id 12, is a ""drawer"" below the countertop."
9302,13,images/kitchen/13_segmented_sun_arerafgvufvljolx.jpg,"[[92, 201]]",drawer,0.303,"[[0, 161], [256, 161], [256, 256], [0, 256]]",below,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{},{},[],drawer,{},"Container id 13, is a ""drawer"" below the countertop."
9355,1,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[255, 25], [253, 25], [254, 26], [254, 27], [254, 26]]",cabinet door,0.333,"[[0, 144], [298, 144], [298, 223], [0, 223]]",above,1.0,2.0,2.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.725, 'stove': 0.6642, 'sink': 0.4932, 'microwave': 0.3557, 'refrigerator': 0.3043}","{'oven': 144.43, 'stove': 154.97, 'sink': 152.44, 'microwave': 158.88, 'refrigerator': 69.68}",[],cabinet door,{},"Container id 1, is a ""cabinet door"" above the countertop."
9356,2,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[221, 15], [210, 142], [245, 144], [254, 32], [222, 24]]",cabinet door,0.372,"[[0, 144], [298, 144], [298, 223], [0, 223]]",below,2.932,129.0,44.0,"{""above"": 9355, ""below"": null, ""left"": null, ""right"": 9362, ""top_left"": null, ""top_right"": 9365, ""bottom_left"": null, ""bottom_right"": 9364}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""refrigerator""}","{'oven': 0.6054, 'stove': 0.5613, 'sink': 0.3885, 'microwave': 0.2685, 'refrigerator': 0.2347}","{'oven': 150.39, 'stove': 163.59, 'sink': 164.21, 'microwave': 178.8, 'refrigerator': 43.92}",[],cabinet door,{},"Container id 2, is a ""cabinet door"" below the countertop."
9357,3,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[125, 1], [128, 60], [151, 63], [151, 1]]",cabinet door,0.369,"[[0, 144], [298, 144], [298, 223], [0, 223]]",above,2.385,62.0,26.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.4941, 'stove': 0.3954, 'sink': 0.2488, 'microwave': 0.1157, 'refrigerator': 0.4957}","{'oven': 124.53, 'stove': 137.64, 'sink': 120.86, 'microwave': 101.05, 'refrigerator': 33.09}",[],cabinet door,{'microwave': 1},"Container id 3, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the microwave."
9358,4,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[167, 112], [145, 112], [144, 178], [156, 176], [164, 167]]",cabinet door,0.392,"[[0, 144], [298, 144], [298, 223], [0, 223]]",below,2.87,66.0,23.0,"{""above"": null, ""below"": null, ""left"": 9359, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""sink"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.3367, 'stove': 0.3401, 'sink': 0.2002, 'microwave': 0.2134, 'refrigerator': 0.3739}","{'oven': 164.38, 'stove': 188.45, 'sink': 210.88, 'microwave': 251.88, 'refrigerator': 352.98}",[],cabinet door,"{'oven': 2, 'stove': 2, 'sink': 2}","Container id 4, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the oven, the 2nd closest to the stove, and the 2nd closest to the sink."
9359,5,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[142, 111], [130, 112], [127, 120], [128, 188], [142, 174]]",cabinet door,0.349,"[[0, 144], [298, 144], [298, 223], [0, 223]]",below,5.133,77.0,15.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 9358, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""microwave"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""sink"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.2894, 'stove': 0.2803, 'sink': 0.1403, 'microwave': 0.1816, 'refrigerator': 0.4293}","{'oven': 157.2, 'stove': 185.83, 'sink': 215.41, 'microwave': 267.2, 'refrigerator': 356.77}",[],cabinet door,"{'oven': 1, 'stove': 1, 'sink': 1, 'microwave': 2}","Container id 5, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the oven, the closest to the stove, the closest to the sink, and the 2nd closest to the microwave."
9360,6,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[250, 48]]",cabinet door,0.309,"[[0, 144], [298, 144], [298, 223], [0, 223]]",above,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.6829, 'stove': 0.6312, 'sink': 0.4586, 'microwave': 0.3283, 'refrigerator': 0.2539}","{'oven': 147.98, 'stove': 159.47, 'sink': 158.43, 'microwave': 167.95, 'refrigerator': 62.71}",[],cabinet door,{},"Container id 6, is a ""cabinet door"" above the countertop."
9361,7,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[250, 42], [250, 45]]",cabinet door,0.328,"[[0, 144], [298, 144], [298, 223], [0, 223]]",above,inf,3.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.6893, 'stove': 0.6355, 'sink': 0.4632, 'microwave': 0.331, 'refrigerator': 0.2647}","{'oven': 147.13, 'stove': 158.45, 'sink': 157.04, 'microwave': 165.91, 'refrigerator': 63.91}",[],cabinet door,{},"Container id 7, is a ""cabinet door"" above the countertop."
9362,8,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[297, 24], [256, 27], [246, 145], [270, 147], [287, 122]]",cabinet door,0.303,"[[0, 144], [298, 144], [298, 223], [0, 223]]",below,2.412,123.0,51.0,"{""above"": 9355, ""below"": null, ""left"": 9356, ""right"": null, ""top_left"": 9363, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""refrigerator"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.6801, 'stove': 0.6558, 'sink': 0.4858, 'microwave': 0.3816, 'refrigerator': 0.1205}","{'oven': 159.23, 'stove': 171.19, 'sink': 174.37, 'microwave': 187.89, 'refrigerator': 60.42}",[],cabinet door,{'refrigerator': 1},"Container id 8, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the refrigerator."
9363,9,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[221, 1], [220, 23], [256, 23], [256, 0]]",cabinet door,0.384,"[[0, 144], [298, 144], [298, 223], [0, 223]]",above,0.639,23.0,36.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 9365, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 9355}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.7147, 'stove': 0.644, 'sink': 0.4762, 'microwave': 0.3337, 'refrigerator': 0.3554}","{'oven': 139.99, 'stove': 150.33, 'sink': 146.04, 'microwave': 150.18, 'refrigerator': 65.39}",[],cabinet door,{},"Container id 9, is a ""cabinet door"" above the countertop."
9364,10,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[220, 24], [210, 142], [270, 147], [287, 122], [297, 24]]",drawer,0.313,"[[0, 144], [298, 144], [298, 223], [0, 223]]",below,1.414,123.0,87.0,"{""above"": 9355, ""below"": null, ""left"": null, ""right"": 9362, ""top_left"": 9356, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""refrigerator""}","{'oven': 0.6453, 'stove': 0.6181, 'sink': 0.4477, 'microwave': 0.3429, 'refrigerator': 0.1459}","{'oven': 157.75, 'stove': 170.34, 'sink': 173.47, 'microwave': 188.24, 'refrigerator': 47.74}",[],drawer,{'refrigerator': 2},"Container id 10, is a ""drawer"" below the countertop. Additionally, it is the 2nd closest to the refrigerator."
9365,11,images/kitchen/11_segmented_sun_apdjgezcekdmxeow.jpg,"[[260, 1], [259, 23], [297, 23], [297, 0]]",cabinet door,0.337,"[[0, 144], [298, 144], [298, 223], [0, 223]]",above,0.605,23.0,38.0,"{""above"": null, ""below"": null, ""left"": 9363, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.8, 'stove': 0.7392, 'sink': 0.5685, 'microwave': 0.4302, 'refrigerator': 0.3256}","{'oven': 144.95, 'stove': 154.45, 'sink': 152.1, 'microwave': 157.32, 'refrigerator': 82.85}",[],cabinet door,{},"Container id 11, is a ""cabinet door"" above the countertop."
9408,1,images/kitchen/1_segmented_sun_allqsqjzqxjydqmf.jpg,"[[227, 78], [226, 108], [246, 109], [246, 80]]",cabinet door,0.387,"[[0, 128], [256, 128], [256, 256], [0, 256]]",above,1.55,31.0,20.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{},{},[],cabinet door,{},"Container id 1, is a ""cabinet door"" above the countertop."
9468,1,images/kitchen/4_segmented_sun_abqsxcyxnovlihxy.jpg,"[[151, 74], [161, 96], [146, 106], [145, 251], [226, 248], [227, 84]]",cabinet door,0.366,"[[0, 255], [800, 255], [800, 533], [0, 533]]",above,2.159,177.0,82.0,"{""above"": null, ""below"": null, ""left"": 9471, ""right"": 9469, ""top_left"": null, ""top_right"": 9470, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.3637},{'sink': 19.3},[],cabinet door,{},"Container id 1, is a ""cabinet door"" above the countertop."
9469,2,images/kitchen/4_segmented_sun_abqsxcyxnovlihxy.jpg,"[[230, 110], [230, 166], [299, 167], [299, 97], [255, 94], [264, 101], [260, 110]]",cabinet door,0.383,"[[0, 255], [800, 255], [800, 533], [0, 533]]",above,1.058,73.0,69.0,"{""above"": null, ""below"": null, ""left"": 9468, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.2912},{'sink': 29.54},[],cabinet door,{'sink': 1},"Container id 2, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the sink."
9470,3,images/kitchen/4_segmented_sun_abqsxcyxnovlihxy.jpg,"[[230, 91], [230, 92], [233, 95], [236, 94], [236, 93], [237, 92], [235, 90], [231, 90]]",drawer,0.375,"[[0, 255], [800, 255], [800, 533], [0, 533]]",above,0.714,5.0,7.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.3323},{'sink': 31.44},[],drawer,{'sink': 2},"Container id 3, is a ""drawer"" above the countertop. Additionally, it is the 2nd closest to the sink."
9471,4,images/kitchen/4_segmented_sun_abqsxcyxnovlihxy.jpg,"[[42, 192], [45, 212], [134, 210], [132, 192]]",cabinet door,0.301,"[[0, 255], [800, 255], [800, 533], [0, 533]]",above,0.217,20.0,92.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": 9468, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'sink': 0.4386},{'sink': 7.8},[],cabinet door,{},"Container id 4, is a ""cabinet door"" above the countertop."
9576,1,images/kitchen/1_segmented_sun_aqqabpdqjxygueuw.jpg,"[[439, 543], [432, 764], [480, 766], [486, 580]]",cabinet door,0.323,"[[0, 414], [1024, 414], [1024, 768], [0, 768]]",below,4.13,223.0,54.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.3545, 'sink': 0.4443}","{'oven': 6.0, 'sink': 348.92}",[],cabinet door,"{'oven': 1, 'sink': 1}","Container id 1, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the oven, and the closest to the sink."
9745,1,images/kitchen/5_segmented_sun_aqtnebfegavdqvzg.jpg,"[[306, 501], [250, 517], [250, 674], [304, 648]]",cabinet door,0.494,"[[0, 428], [1024, 428], [1024, 683], [0, 683]]",below,3.089,173.0,56.0,"{""above"": 9747, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""refrigerator"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1658, 'stove': 0.5222, 'coffee machine': 0.5413, 'sink': 0.5442}","{'refrigerator': 234.17, 'stove': 349.24, 'coffee machine': 345.81, 'sink': 3.08}",[],cabinet door,"{'stove': 2, 'coffee machine': 2, 'sink': 1}","Container id 1, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the stove, the 2nd closest to the coffee machine, and the closest to the sink."
9746,2,images/kitchen/5_segmented_sun_aqtnebfegavdqvzg.jpg,"[[253, 509], [254, 509]]",drawer,0.58,"[[0, 428], [1024, 428], [1024, 683], [0, 683]]",below,0.0,0.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1063, 'stove': 0.5337, 'coffee machine': 0.5489, 'sink': 0.5702}","{'refrigerator': 223.14, 'stove': 356.16, 'coffee machine': 352.57, 'sink': 9.18}",[],drawer,{'refrigerator': 1},"Container id 2, is a ""drawer"" below the countertop. Additionally, it is the closest to the refrigerator."
9747,3,images/kitchen/5_segmented_sun_aqtnebfegavdqvzg.jpg,"[[307, 463], [251, 471], [250, 502], [270, 500], [264, 505], [306, 498]]",cabinet door,0.393,"[[0, 428], [1024, 428], [1024, 683], [0, 683]]",below,0.737,42.0,57.0,"{""above"": null, ""below"": 9745, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1107, 'stove': 0.5157, 'coffee machine': 0.53, 'sink': 0.556}","{'refrigerator': 211.08, 'stove': 357.76, 'coffee machine': 354.0, 'sink': 11.05}",[],cabinet door,"{'refrigerator': 2, 'stove': 1, 'coffee machine': 1, 'sink': 2}","Container id 3, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the refrigerator, the closest to the stove, the closest to the coffee machine, and the 2nd closest to the sink."
9748,4,images/kitchen/5_segmented_sun_aqtnebfegavdqvzg.jpg,"[[101, 40], [98, 101], [118, 116], [99, 119], [98, 136], [219, 168], [221, 92]]",cabinet door,0.369,"[[0, 428], [1024, 428], [1024, 683], [0, 683]]",above,1.041,128.0,123.0,"{""above"": null, ""below"": null, ""left"": 9749, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2518, 'stove': 0.6908, 'coffee machine': 0.6878, 'sink': 0.778}","{'refrigerator': 85.98, 'stove': 24.66, 'coffee machine': 21.58, 'sink': 32.23}",[],cabinet door,{},"Container id 4, is a ""cabinet door"" above the countertop."
9749,5,images/kitchen/5_segmented_sun_aqtnebfegavdqvzg.jpg,"[[73, 27], [70, 127], [94, 137], [97, 114], [87, 108], [96, 100], [96, 39]]",cabinet door,0.508,"[[0, 428], [1024, 428], [1024, 683], [0, 683]]",above,4.074,110.0,27.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 9748, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2712, 'stove': 0.7325, 'coffee machine': 0.7297, 'sink': 0.8189}","{'refrigerator': 77.82, 'stove': 24.36, 'coffee machine': 21.46, 'sink': 31.58}",[],cabinet door,{},"Container id 5, is a ""cabinet door"" above the countertop."
9780,1,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[172, 175], [171, 213], [199, 213], [200, 175]]",cabinet door,0.442,"[[0, 144], [256, 144], [256, 256], [0, 256]]",below,1.31,38.0,29.0,"{""above"": 9787, ""below"": null, ""left"": 9793, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.1744, 'oven': 0.1194, 'electronic kettle': 0.4082, 'sink': 0.1983, 'dish': 0.4004, 'dishwasher': 0.291}","{'stove': 332.66, 'oven': 15.08, 'electronic kettle': 188.95, 'sink': 223.45, 'dish': 183.34, 'dishwasher': 186.54}",[],cabinet door,"{'stove': 2, 'oven': 1}","Container id 1, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the stove, and the closest to the oven."
9781,2,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[157, 76], [157, 102], [182, 102], [182, 76]]",cabinet door,0.336,"[[0, 144], [256, 144], [256, 256], [0, 256]]",above,1.04,26.0,25.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.2894, 'oven': 0.3585, 'electronic kettle': 0.4245, 'sink': 0.1832, 'dish': 0.4445, 'dishwasher': 0.3549}","{'stove': 46.51, 'oven': 63.58, 'electronic kettle': 147.76, 'sink': 123.0, 'dish': 143.13, 'dishwasher': 133.63}",[],cabinet door,{},"Container id 2, is a ""cabinet door"" above the countertop."
9782,3,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[106, 179], [106, 217], [166, 215], [166, 179]]",cabinet door,0.325,"[[0, 144], [256, 144], [256, 256], [0, 256]]",below,0.633,38.0,60.0,"{""above"": null, ""below"": null, ""left"": 9786, ""right"": 9793, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3052, 'oven': 0.253, 'electronic kettle': 0.2764, 'sink': 0.1462, 'dish': 0.2651, 'dishwasher': 0.1583}","{'stove': 342.89, 'oven': 4.85, 'electronic kettle': 195.36, 'sink': 267.16, 'dish': 187.15, 'dishwasher': 195.69}",[],cabinet door,"{'sink': 1, 'dishwasher': 2}","Container id 3, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the sink, and the 2nd closest to the dishwasher."
9783,4,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[120, 76], [120, 103], [148, 106], [148, 76]]",cabinet door,0.376,"[[0, 144], [256, 144], [256, 256], [0, 256]]",above,1.071,30.0,28.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": 9784, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3619, 'oven': 0.409, 'electronic kettle': 0.3433, 'sink': 0.1502, 'dish': 0.3682, 'dishwasher': 0.2929}","{'stove': 34.79, 'oven': 50.96, 'electronic kettle': 139.49, 'sink': 90.66, 'dish': 134.37, 'dishwasher': 120.09}",[],cabinet door,{'sink': 2},"Container id 4, is a ""cabinet door"" above the countertop. Additionally, it is the 2nd closest to the sink."
9784,5,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[146, 73], [147, 73], [148, 74], [148, 73]]",cabinet door,0.339,"[[0, 144], [256, 144], [256, 256], [0, 256]]",above,0.5,1.0,2.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3635, 'oven': 0.4263, 'electronic kettle': 0.4018, 'sink': 0.2008, 'dish': 0.4275, 'dishwasher': 0.352}","{'stove': 44.2, 'oven': 58.78, 'electronic kettle': 137.79, 'sink': 101.0, 'dish': 133.47, 'dishwasher': 121.41}",[],cabinet door,{},"Container id 5, is a ""cabinet door"" above the countertop."
9785,6,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[0, 230], [0, 255], [42, 255], [41, 230]]",cabinet door,0.386,"[[0, 144], [256, 144], [256, 256], [0, 256]]",below,0.595,25.0,42.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.6465, 'oven': 0.5796, 'electronic kettle': 0.2042, 'sink': 0.4121, 'dish': 0.1667, 'dishwasher': 0.2355}","{'stove': 340.66, 'oven': 349.77, 'electronic kettle': 284.69, 'sink': 319.01, 'dish': 289.38, 'dishwasher': 314.8}",[],cabinet door,"{'electronic kettle': 1, 'dish': 1}","Container id 6, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the electronic kettle, and the closest to the dish."
9786,7,images/kitchen/15_segmented_sun_amstpwyljnixuvqh.jpg,"[[106, 181], [106, 215], [135, 214], [135, 182]]",drawer,0.4,"[[0, 144], [256, 144], [256, 256], [0, 256]]",below,1.172,34.0,29.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 9793, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3467, 'oven': 0.2955, 'electronic kettle': 0.2358, 'sink': 0.1517, 'dish': 0.2229, 'dishwasher': 0.1181}","{'stove': 344.76, 'oven': 3.89, 'electronic kettle': 198.43, 'sink': 283.56, 'dish': 188.87, 'dishwasher': 201.97}",[],drawer,"{'dish': 2, 'dishwasher': 1}","Container id 7, is a ""drawer"" below the countertop. Additionally, it is the 2nd closest to the dish, and the closest to the dishwasher."
