id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label
10398,1,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[508, 333], [513, 720], [703, 714], [708, 346]]",cabinet door,0.545,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,1.935,387.0,200.0,"{""above"": null, ""below"": null, ""left"": 10400, ""right"": 10401, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""microwave"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""electronic kettle"", ""bottom_right"": null}","{'microwave': 0.1527, 'dishwasher': 0.5058, 'electronic kettle': 0.2924, 'oven': 0.3235, 'sink': 0.3025}","{'microwave': 166.7, 'dishwasher': 59.0, 'electronic kettle': 119.61, 'oven': 125.92, 'sink': 122.06}",[],cabinet door
10399,2,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[748, 1072], [605, 1096], [615, 1383], [746, 1353]]",cabinet door,0.421,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",below,2.175,311.0,143.0,"{""above"": 10404, ""below"": null, ""left"": null, ""right"": 10407, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3637, 'dishwasher': 0.2406, 'electronic kettle': 0.2031, 'oven': 0.2412, 'sink': 0.2166}","{'microwave': 239.63, 'dishwasher': 20.61, 'electronic kettle': 207.77, 'oven': 201.11, 'sink': 205.28}",[],cabinet door
10400,3,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[312, 322], [316, 482], [501, 484], [497, 331]]",cabinet door,0.516,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,0.857,162.0,189.0,"{""above"": null, ""below"": null, ""left"": 10402, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 10398}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1081, 'dishwasher': 0.6131, 'electronic kettle': 0.319, 'oven': 0.3358, 'sink': 0.3237}","{'microwave': 116.3, 'dishwasher': 53.9, 'electronic kettle': 97.88, 'oven': 105.38, 'sink': 100.65}",[],cabinet door
10401,4,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[720, 344], [711, 708], [817, 712], [825, 358]]",cabinet door,0.451,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,3.228,368.0,114.0,"{""above"": null, ""below"": null, ""left"": 10398, ""right"": 10409, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2313, 'dishwasher': 0.4686, 'electronic kettle': 0.3384, 'oven': 0.3754, 'sink': 0.3509}","{'microwave': 171.55, 'dishwasher': 67.36, 'electronic kettle': 131.59, 'oven': 135.98, 'sink': 133.32}",[],cabinet door
10402,5,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[97, 309], [104, 481], [308, 481], [302, 320]]",cabinet door,0.515,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,0.815,172.0,211.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10400, ""top_left"": null, ""top_right"": null, ""bottom_left"": 10403, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.114, 'dishwasher': 0.6807, 'electronic kettle': 0.3247, 'oven': 0.3275, 'sink': 0.3244}","{'microwave': 61.72, 'dishwasher': 47.13, 'electronic kettle': 79.69, 'oven': 87.76, 'sink': 82.56}",[],cabinet door
10403,6,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[5, 301], [0, 746], [102, 744], [89, 312]]",cabinet door,0.473,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,4.363,445.0,102.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": 10402, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""microwave"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1358, 'dishwasher': 0.6933, 'electronic kettle': 0.289, 'oven': 0.2781, 'sink': 0.2837}","{'microwave': 15.53, 'dishwasher': 38.84, 'electronic kettle': 62.15, 'oven': 71.19, 'sink': 65.23}",[],cabinet door
10404,7,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[748, 991], [609, 1005], [607, 1085], [743, 1067]]",drawer,0.52,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",below,0.667,94.0,141.0,"{""above"": null, ""below"": 10399, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2856, 'dishwasher': 0.2885, 'electronic kettle': 0.1789, 'oven': 0.2243, 'sink': 0.195}","{'microwave': 230.15, 'dishwasher': 38.4, 'electronic kettle': 180.05, 'oven': 178.05, 'sink': 179.41}",[],drawer
10405,8,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[831, 310], [825, 709], [999, 710], [1029, 310]]",cabinet door,0.342,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,1.961,400.0,204.0,"{""above"": 10410, ""below"": 10409, ""left"": 10401, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3083, 'dishwasher': 0.4549, 'electronic kettle': 0.4, 'oven': 0.4399, 'sink': 0.4137}","{'microwave': 171.73, 'dishwasher': 76.78, 'electronic kettle': 138.8, 'oven': 141.93, 'sink': 140.05}",[],cabinet door
10406,9,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[796, 997], [798, 1071], [1053, 1177], [1052, 1085]]",drawer,0.465,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",below,0.7,180.0,257.0,"{""above"": null, ""below"": 10407, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 10399, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""dishwasher""}","{'microwave': 0.3909, 'dishwasher': 0.1868, 'electronic kettle': 0.3037, 'oven': 0.3485, 'sink': 0.3196}","{'microwave': 218.25, 'dishwasher': 56.86, 'electronic kettle': 184.32, 'oven': 182.49, 'sink': 183.72}",[],drawer
10407,10,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[791, 1077], [790, 1358], [1039, 1523], [1050, 1189]]",cabinet door,0.411,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",below,1.715,446.0,260.0,"{""above"": 10406, ""below"": null, ""left"": 10399, ""right"": null, ""top_left"": 10404, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.4588, 'dishwasher': 0.1189, 'electronic kettle': 0.3243, 'oven': 0.364, 'sink': 0.3384}","{'microwave': 228.6, 'dishwasher': 27.19, 'electronic kettle': 202.67, 'oven': 198.79, 'sink': 201.29}",[],cabinet door
10408,11,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[156, 1072], [0, 1088], [0, 1179], [157, 1158]]",drawer,0.352,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",below,0.682,107.0,157.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""oven"", ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2874, 'dishwasher': 0.5426, 'electronic kettle': 0.1281, 'oven': 0.0832, 'sink': 0.1123}","{'microwave': 293.86, 'dishwasher': 14.47, 'electronic kettle': 340.02, 'oven': 334.38, 'sink': 338.24}",[],drawer
10409,12,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[837, 348], [825, 709], [998, 710], [1014, 344]]",cabinet door,0.316,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,1.937,366.0,189.0,"{""above"": 10405, ""below"": null, ""left"": 10401, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3059, 'dishwasher': 0.4464, 'electronic kettle': 0.3932, 'oven': 0.4334, 'sink': 0.407}","{'microwave': 173.36, 'dishwasher': 76.36, 'electronic kettle': 139.67, 'oven': 142.76, 'sink': 140.91}",[],cabinet door
10410,13,images/kitchen/13_segmented_sun_abjztzybzqmdlmsx.jpg,"[[848, 309], [847, 308], [846, 308], [845, 309], [844, 309], [844, 310], [848, 310]]",drawer,0.339,"[[0, 820], [1200, 820], [1200, 1600], [0, 1600]]",above,0.5,2.0,4.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3043, 'dishwasher': 0.5613, 'electronic kettle': 0.4492, 'oven': 0.4832, 'sink': 0.4606}","{'microwave': 151.59, 'dishwasher': 75.4, 'electronic kettle': 125.91, 'oven': 129.73, 'sink': 127.38}",[],drawer
10411,1,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[176, 262], [124, 276], [124, 307], [175, 287]]",drawer,0.543,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.865,45.0,52.0,"{""above"": null, ""below"": 10422, ""left"": null, ""right"": 10416, ""top_left"": null, ""top_right"": null, ""bottom_left"": 10423, ""bottom_right"": 10418}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3094, 'oven': 0.2122, 'stove': 0.2651, 'sink': 0.4205}","{'microwave': 314.58, 'oven': 340.62, 'stove': 327.84, 'sink': 347.7}",[],drawer
10412,2,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[360, 73], [320, 78], [319, 165], [360, 161]]",cabinet door,0.535,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,2.244,92.0,41.0,"{""above"": null, ""below"": null, ""left"": 10420, ""right"": 10414, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""microwave"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""stove"", ""bottom_right"": null}","{'microwave': 0.0963, 'oven': 0.2179, 'stove': 0.1448, 'sink': 0.2028}","{'microwave': 154.39, 'oven': 118.46, 'stove': 123.35, 'sink': 58.22}",[],cabinet door
10413,3,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[446, 55], [417, 66], [418, 162], [447, 160]]",cabinet door,0.488,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,3.567,107.0,30.0,"{""above"": null, ""below"": null, ""left"": 10414, ""right"": null, ""top_left"": null, ""top_right"": 10444, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2408, 'oven': 0.3246, 'stove': 0.264, 'sink': 0.1904}","{'microwave': 166.75, 'oven': 140.79, 'stove': 149.37, 'sink': 102.37}",[],cabinet door
10414,4,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[412, 67], [367, 72], [368, 163], [413, 162]]",cabinet door,0.534,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,2.087,96.0,46.0,"{""above"": null, ""below"": null, ""left"": 10412, ""right"": 10413, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1736, 'oven': 0.2696, 'stove': 0.2037, 'sink': 0.1796}","{'microwave': 164.36, 'oven': 133.12, 'stove': 141.75, 'sink': 81.54}",[],cabinet door
10415,5,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[310, 216], [311, 226], [339, 227], [338, 215], [311, 214]]",drawer,0.513,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.448,13.0,29.0,"{""above"": null, ""below"": 10434, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1324, 'oven': 0.0813, 'stove': 0.0645, 'sink': 0.136}","{'microwave': 243.98, 'oven': 157.56, 'stove': 217.91, 'sink': 4.99}",[],drawer
10416,6,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[219, 248], [185, 256], [183, 283], [218, 270]]",drawer,0.512,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.972,35.0,36.0,"{""above"": null, ""below"": 10418, ""left"": 10411, ""right"": 10427, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 10436}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2333, 'oven': 0.1245, 'stove': 0.1803, 'sink': 0.3338}","{'microwave': 305.3, 'oven': 341.06, 'stove': 321.97, 'sink': 349.71}",[],drawer
10417,7,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[254, 85], [230, 88], [231, 166], [255, 166]]",cabinet door,0.461,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,3.24,81.0,25.0,"{""above"": null, ""below"": null, ""left"": 10421, ""right"": null, ""top_left"": null, ""top_right"": 10426, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""microwave"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""stove""}","{'microwave': 0.0752, 'oven': 0.1877, 'stove': 0.1335, 'sink': 0.308}","{'microwave': 23.84, 'oven': 74.0, 'stove': 55.29, 'sink': 31.56}",[],cabinet door
10418,8,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[219, 275], [183, 290], [183, 373], [209, 373], [221, 364]]",cabinet door,0.465,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,2.579,98.0,38.0,"{""above"": 10416, ""below"": null, ""left"": 10422, ""right"": null, ""top_left"": 10411, ""top_right"": 10436, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3311, 'oven': 0.1918, 'stove': 0.264, 'sink': 0.3686}","{'microwave': 293.5, 'oven': 306.81, 'stove': 301.83, 'sink': 332.04}",[],cabinet door
10419,9,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[346, 216], [347, 229], [377, 230], [376, 217]]",drawer,0.495,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.452,14.0,31.0,"{""above"": null, ""below"": 10438, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 10434, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.174, 'oven': 0.141, 'stove': 0.123, 'sink': 0.0723}","{'microwave': 225.65, 'oven': 169.54, 'stove': 201.5, 'sink': 5.08}",[],drawer
10420,10,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[313, 79], [285, 81], [284, 126], [313, 124]]",cabinet door,0.463,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,1.621,47.0,29.0,"{""above"": null, ""below"": null, ""left"": 10426, ""right"": 10412, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.0716, 'oven': 0.2217, 'stove': 0.1484, 'sink': 0.2634}","{'microwave': 107.22, 'oven': 99.94, 'stove': 95.41, 'sink': 49.13}",[],cabinet door
10421,11,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[227, 88], [207, 91], [208, 165], [228, 161]]",cabinet door,0.439,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,3.667,77.0,21.0,"{""above"": null, ""below"": null, ""left"": 10431, ""right"": 10417, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.113, 'oven': 0.2024, 'stove': 0.1597, 'sink': 0.3427}","{'microwave': 15.61, 'oven': 63.05, 'stove': 43.41, 'sink': 28.06}",[],cabinet door
10422,12,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[174, 293], [124, 315], [124, 373], [180, 373]]",cabinet door,0.457,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.429,80.0,56.0,"{""above"": 10411, ""below"": null, ""left"": 10423, ""right"": 10418, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3772, 'oven': 0.2548, 'stove': 0.3204, 'sink': 0.4468}","{'microwave': 304.94, 'oven': 321.33, 'stove': 314.16, 'sink': 336.46}",[],cabinet door
10423,13,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[28, 257], [30, 372], [111, 373], [110, 272]]",cabinet door,0.386,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.398,116.0,83.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10422, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.4427, 'oven': 0.3519, 'stove': 0.4041, 'sink': 0.5583}","{'microwave': 321.24, 'oven': 338.81, 'stove': 330.69, 'sink': 344.8}",[],cabinet door
10424,14,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[272, 229], [256, 234], [257, 253], [272, 249]]",drawer,0.459,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.5,24.0,16.0,"{""above"": null, ""below"": null, ""left"": 10427, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1573, 'oven': 0.0173, 'stove': 0.0849, 'sink': 0.2287}","{'microwave': 282.48, 'oven': 348.0, 'stove': 299.02, 'sink': 354.28}",[],drawer
10425,15,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[272, 252], [254, 260], [253, 337], [272, 319]]",cabinet door,0.435,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,4.474,85.0,19.0,"{""above"": 10424, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 10430, ""top_right"": null, ""bottom_left"": 10436, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""oven"", ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2376, 'oven': 0.087, 'stove': 0.1615, 'sink': 0.2524}","{'microwave': 278.81, 'oven': 282.84, 'stove': 285.67, 'sink': 335.67}",[],cabinet door
10426,16,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[282, 82], [260, 84], [259, 127], [282, 126]]",cabinet door,0.461,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,1.957,45.0,23.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10420, ""top_left"": null, ""top_right"": null, ""bottom_left"": 10417, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""microwave""}","{'microwave': 0.069, 'oven': 0.2149, 'stove': 0.1474, 'sink': 0.2923}","{'microwave': 69.99, 'oven': 88.26, 'stove': 77.94, 'sink': 42.0}",[],cabinet door
10427,17,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[273, 230], [226, 246], [225, 268], [272, 249]]",drawer,0.312,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.792,38.0,48.0,"{""above"": null, ""below"": 10425, ""left"": 10430, ""right"": 10424, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": ""stove"", ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1748, 'oven': 0.0439, 'stove': 0.1077, 'sink': 0.2543}","{'microwave': 289.51, 'oven': 340.3, 'stove': 307.51, 'sink': 352.32}",[],drawer
10428,18,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[204, 92], [161, 95], [161, 167], [205, 164]]",cabinet door,0.326,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,1.705,75.0,44.0,"{""above"": null, ""below"": null, ""left"": 10437, ""right"": 10431, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1663, 'oven': 0.2289, 'stove': 0.2009, 'sink': 0.3905}","{'microwave': 8.71, 'oven': 49.94, 'stove': 31.35, 'sink': 23.55}",[],cabinet door
10429,19,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[12, 31], [8, 162], [65, 163], [74, 52]]",cabinet door,0.37,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,2.0,132.0,66.0,"{""above"": null, ""below"": null, ""left"": 10435, ""right"": 10433, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3992, 'oven': 0.4353, 'stove': 0.4271, 'sink': 0.6199}","{'microwave': 9.98, 'oven': 30.23, 'stove': 20.35, 'sink': 18.82}",[],cabinet door
10430,20,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[254, 238], [231, 245], [231, 267], [255, 255]]",drawer,0.444,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.208,29.0,24.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10427, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 10425}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1829, 'oven': 0.0549, 'stove': 0.1177, 'sink': 0.2649}","{'microwave': 291.96, 'oven': 339.1, 'stove': 309.95, 'sink': 351.58}",[],drawer
10431,21,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[204, 92], [184, 95], [187, 166], [205, 164]]",cabinet door,0.426,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,3.524,74.0,21.0,"{""above"": null, ""below"": null, ""left"": 10428, ""right"": 10421, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.147, 'oven': 0.2171, 'stove': 0.1847, 'sink': 0.3728}","{'microwave': 10.03, 'oven': 53.97, 'stove': 34.62, 'sink': 24.81}",[],cabinet door
10432,22,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[311, 228], [310, 279], [338, 281], [339, 231]]",cabinet door,0.386,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.828,53.0,29.0,"{""above"": 10434, ""below"": null, ""left"": null, ""right"": 10438, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.186, 'oven': 0.0834, 'stove': 0.1106, 'sink': 0.1385}","{'microwave': 250.4, 'oven': 197.59, 'stove': 240.07, 'sink': 341.3}",[],cabinet door
10433,23,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[37, 52], [35, 157], [64, 161], [67, 61]]",cabinet door,0.383,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,3.406,109.0,32.0,"{""above"": null, ""below"": null, ""left"": 10435, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3804, 'oven': 0.4155, 'stove': 0.4074, 'sink': 0.6003}","{'microwave': 9.08, 'oven': 30.36, 'stove': 20.0, 'sink': 18.53}",[],cabinet door
10434,24,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[311, 214], [309, 279], [337, 282], [340, 217]]",cabinet door,0.306,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,2.194,68.0,31.0,"{""above"": 10415, ""below"": 10432, ""left"": null, ""right"": 10438, ""top_left"": null, ""top_right"": 10419, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1757, 'oven': 0.0804, 'stove': 0.1012, 'sink': 0.1358}","{'microwave': 249.34, 'oven': 190.32, 'stove': 237.21, 'sink': 345.68}",[],cabinet door
